시설용량,생물학적,고도,유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,생물학적 방류량,고도 방류량,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),목표수질(BOD)_0,목표수질(BOD)_1,목표수질(BOD)_2,재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도_0,시도_1,시도_2,시도_3,시도_4,운영주체_0,운영주체_1,지역구분_0,지역구분_1,지역구분_2,수계_0,수계_1,수계_2,준공일_day,가동개시일_day,방류수소독방법_염소,방류수소독방법_자외선,방류수소독방법_오존,방류수소독방법_기타,처리효율
20,0,20,20,0,20,20,0,20,47.8,8.1,43.5,5,59.238,12.568,4.831,1.229,11333,8,0.6,0,0,0,0,479,0,1,1,0,0.3,1392,0,0.087,1.4,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,5624,5624,1,1,1,1,88.9
100,0,100,195.7,0,195.7,195.7,0,195.7,77.7,27.2,116.5,36.7,42.228,30.109,4.748,2.571,302358,3118,16.7,0,0,0,0,221,0,1,1,0,17.4,76181,0,0.489,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,6548,6548,1,1,1,1,71.5
40,0,40,38.1,0,38.1,38.1,0,38.1,22.5,9.8,34.3,5.5,19.026,7.256,1.748,1.555,429167,440,1.7,0,0,0,0,312,0,1,0,0,3.9,17194,0,0.567,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6314,6314,1,1,1,1,85.9
30,0,30,30.1,0,30.1,30.1,0,30.1,13.7,6.2,29.7,3.1,9.625,8.033,0.904,0.782,18826,141,0.2,0,0,0,0,134,1,0,1,0,3.7,16053,0,0.67,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,3247,3247,1,1,1,1,68.1
45,0,45,35.4,0,35.4,35.4,0,35.4,64.8,25,76.1,19.3,35.797,26.284,3.835,3.393,78057,70,2.4,0,0,0,0,492,0,1,1,0,3.4,14659,0,0.521,24.6,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4054,4054,1,1,1,1,76.2
45,0,45,6.7,0,6.7,6.7,0,6.7,40.9,14.5,103.5,5.8,29.457,25.491,3.636,2.728,79867,38,0.2,0,0,0,0,0,1,0,1,0,10.2,44425,0,8.334,24.8,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,5843,5843,1,1,1,1,87.1
80,0,80,69.2,69.2,0,69.2,69.2,0,33.3,7.7,87.5,6,25.825,11.001,2.724,1.358,6625,611,2.6,0,0,0,0,0,0,1,1,0,2.9,12737,0,0.231,47,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4962,4962,0,1,1,1,89.6
40,0,40,26.7,0,26.7,26.7,0,26.7,43.1,16.6,66.3,6.9,34.123,21.853,3.902,2.051,111917,1408,1.7,0,0,0,0,1000,0,1,1,0,3,13275,0,0.623,26.1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5228,5228,1,1,1,1,89.7
46,0,46,35.5,35.5,0,35.5,35.5,0,58.7,14.2,71.3,6.6,44.398,11.931,3.732,0.97,40583,542,2.4,0,0,0,0,246,1,0,1,0,2.6,11255,0,0.398,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,7965,7965,1,1,1,1,89.4
60,0,60,40.1,0,40.1,40.1,0,40.1,55.5,8.9,34.8,4.2,32.767,11.752,3.47,0.946,23144,17,1.6,0,0,0,0,339,0,1,1,0,1.6,6909,0,0.216,4.4,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,4549,4462,1,1,1,1,89.4
70,0,70,55.5,55.5,0,55.5,55.5,0,25.8,10.2,131,5.8,28.198,11.087,3.166,1.053,354481,768,2.8,0,0,0,0,0,0,1,0,0,8.6,37709,0,0.853,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4350,4350,1,1,1,1,87.4
60,0,60,122,0,122,122,0,122,33.2,11.4,47.4,8.4,18.351,10.601,2.317,1.109,31569,526,5.3,0,0,0,0,627,1,0,1,0,9.5,41686,0,0.429,39,6,0,0,1,0,0,1,1,1,1,0,0,0,0,1,6811,6811,1,1,1,1,84.4
45,0,45,39.9,0,39.9,40,0,40,31.5,14.3,28.3,7.7,17.453,16.191,1.637,1.767,60495,360,1.1,0,0,0,0,250000,1,0,1,0,8.4,36682,0,1.169,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,5691,5691,1,1,1,1,83.8
20,0,20,17.4,17.4,0,17.5,17.5,0,14.2,7.3,14.8,3.7,17.718,11.086,1.629,1.53,329167,371,0.5,0,0,0,0,189,0,1,0,0,0.3,1178,0,0.085,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,7304,7304,1,1,1,1,83.1
60,0,60,53,0,53,53,0,53,29.9,10.2,105.1,4.7,22.963,8.011,2.682,0.973,541000,215,3.2,0,0,0,0,612,0,1,0,0,9,39503,0,0.936,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4840,4840,1,1,1,1,89.8
40,0,40,36.3,0,36.3,34.4,0,34.4,64,14.5,64.9,9.4,26.06,10.75,2.91,1.459,21900,477,1.9,0,0,0,0,1234,0,1,1,0,5.9,25756,0,1.606,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,3937,3937,1,1,1,1,79.2
110,0,110,143,0,143,135.2,0,135.2,72.4,15.6,71.6,9.9,29.825,12.45,3.417,1.555,22533,450,10.1,0,0,0,0,397,0,1,1,0,9.3,40792,0,0.624,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,6515,6515,1,1,1,1,87.8
40,0,40,40,0,40,40,0,40,22.4,9.7,26.4,3.9,31.512,23.529,2.924,2.295,8440,52,0.9,0,0,0,0,0,1,0,1,0,6.8,29851,0,0.937,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,5980,5980,1,1,1,1,89.8
15,15,0,14.5,14.5,0,14.5,14.5,0,50.6,12.6,63.7,6.2,41.01,12.202,3.548,1.085,46250,367,0.8,0,0,0,0,79.3,1,0,1,0,3,13234,0,1.145,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,7595,7595,1,1,1,1,89
30,0,30,30,0,30,30,0,30,7.3,4.6,7.9,2.7,9.302,5.868,0.765,0.417,658,14,0.1,0,0,0,0,217,1,0,1,0,5.1,22216,0,0.93,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,5823,5823,1,1,1,1,71.4
28,0,28,24.4,0,24.4,22.8,0,22.8,78.7,13.9,73.2,8.9,28.114,11.771,2.984,1.385,22100,421,1.4,0,0,0,0,446,0,1,1,0,2.6,11311,0,1.058,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6265,6265,1,1,1,1,87.7
90,0,90,41.1,0,41.1,41.1,0,41.1,14.7,4.9,13.3,2.1,13.099,6.617,1.211,0.739,26533,234,0.4,0,0,0,0,1600,0,1,1,0,0.9,3894,0,0.119,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,5084,5084,1,1,1,1,83.9
30,0,30,18,0,18,18,0,18,52.6,8.8,39.1,3.3,41.815,9.981,5.394,0.889,4542,11,0.6,0,0,0,0,324,0,1,1,0,1.8,7668,0,0.536,2.2,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6582,6582,1,1,1,1,88.5
60,0,60,49.5,0,49.5,49.5,0,49.5,23.5,7.8,74.6,7.4,25.426,8.268,2.432,0.861,505827,348,2.4,0,0,0,0,420,0,1,0,0,0.8,3683,0,0.093,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4347,4347,1,1,1,1,89.5
30,30,0,27.5,27.5,0,27.5,27.5,0,83.4,22.3,76.1,7.5,40.359,11.339,4.2,1.484,59333,176,1.7,0,0,0,0,310,0,1,1,0,1.4,6100,0,0.278,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,8157,8157,1,1,1,1,89.2
30,0,30,26.6,0,26.6,25,0,25,73.5,12,69.6,10.1,29.628,12.083,3.294,1.429,24100,379,1.6,0,0,0,0,226,0,1,1,0,1.7,7307,0,0.624,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,8035,8035,1,1,1,1,89.1
10,0,10,5.6,0,5.6,5.6,0,5.6,67.8,11,94.5,5.6,42.173,6.985,4.494,0.903,12500,18,0.3,0,0,0,0,167.2,0,1,1,0,0.4,1734,0,0.391,0.7,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6157,4439,1,1,1,1,89.2
15,0,15,8.4,0,8.4,8.4,0,8.4,32.1,6.6,26.8,3.2,23.208,10.988,4.051,1.656,16583,14,0.2,0,0,0,0,329,0,1,1,0,1.5,6716,0,1.003,1.1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,4566,4462,1,1,1,1,88.8
30,0,30,24.2,0,24.2,24.2,0,24.2,16,9.9,14.5,4.5,17.11,5.792,1.355,1.052,394167,500,0.7,0,0,0,0,173,0,1,0,0,1.6,6931,0,0.359,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,6713,6713,1,1,1,1,79.8
35,0,35,29.4,0,29.4,27.2,0,27.2,75.8,19.1,73.6,17.3,35.11,13.059,3.813,1.637,22100,617,1.6,0,0,0,0,1223,0,1,1,0,5.4,23612,0,1.872,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,3473,3473,1,1,1,1,77.3
40,0,40,27.4,0,27.4,27.4,0,27.4,55,10.2,46.1,5,38.118,9.67,4.444,1.101,24723,31,1.1,0,0,0,0,1179,0,1,1,0,8,34753,0,1.595,2.9,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,3978,3872,1,1,1,1,88.1
57,0,57,48.1,0,48.1,0,0,0,27.3,6.7,21.6,3.8,9.357,3.974,0.716,0.232,46,50,0.7,0,0,0,0,401,1,0,0,0,0.3,1376,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,5784,5784,1,1,1,1,83.2
30,0,30,24.2,0,24.2,22.5,0,22.5,75.6,14.2,78,9.7,27.136,11.361,3.057,1.489,22800,436,1.3,0,0,0,0,290,0,1,1,0,2.4,10484,0,0.997,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6731,6731,1,1,1,1,82.1
40,0,40,35.6,0,35.6,35.6,0,35.6,40.3,11.6,54.1,6.4,26.356,13.648,2.519,1.07,91833,89,1.5,0,0,0,0,250,0,1,1,0,7.9,34640,0,1.221,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,4231,4231,1,1,1,1,87
45,45,0,57.3,57.3,0,57.3,57.3,0,62.6,35.2,80.4,30.9,36.707,23.471,3.713,2.365,78500,13076,4.1,0,0,0,0,1857,0,1,1,0,6.2,26957,0,0.59,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,4018,4018,1,1,1,1,59.9
50,0,50,37.2,37.2,0,37.2,37.2,0,62.4,14,81.4,7,43.221,11.332,3.794,0.972,50973,444,2.5,0,0,0,0,288.1,1,0,1,0,2.1,9119,0,0.308,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,7195,7195,1,1,1,1,89.9
8,8,0,5.3,5.3,0,5.3,5.3,0,33,13.2,42.6,5.9,27.797,13.589,2.654,2.08,97500,939,0.3,0,0,0,0,330,0,1,1,0,0.4,1849,0,0.435,26.1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6590,6590,1,1,1,1,89.6
55,0,55,20.3,0,20.3,20.3,0,20.3,14.9,7.6,19.9,7,17.831,12.354,1.858,0.836,8448,179,0.3,0,0,0,0,756.5,0,1,0,0,0,171,0,0.011,14.8,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,5829,5829,1,1,1,1,71.8
100,0,100,30,0,30,30,0,30,77.7,28.7,132.7,20.2,44.165,28.314,4.669,2.26,361731,8022,3.7,0,0,0,0,669,0,1,1,0,21,91522,0,3.829,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,5419,5419,1,1,1,1,79.3
275000,0,275000,233910.2,0,233910.2,203804.9,0,203804.9,111.7,13.2,136.5,6.8,38.721,12.263,3.588,0.5,198760,2092,27715.6,0,0,0,0,119000,0,0,1,0,6034.8,26352622.3,0,0.162,16624.2,35,0,0,0,1,0,0,1,1,0,1,0,0,0,1,9497,9496,1,0,0,0,89.9
30,0,30,15.6,15.6,0,15.6,15.6,0,30.8,11.2,45.4,5.2,23.251,10.873,2.479,1.213,89500,663,0.5,0,0,0,0,286,0,1,1,0,0,48,0,0.015,3.3,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,13795,13795,1,1,1,1,87.8
430,0,430,854.8,0,854.8,854.8,0,854.8,88,41.9,356.9,71.3,37.567,23.262,4.775,2.537,64555,26829,127.2,0,0,0,0,8318,1,0,0,0,12.4,53946,0,0.083,24,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2421,2389,1,1,1,1,55.3
23,23,0,15.9,15.9,0,15.9,15.9,0,32.4,13.6,48.6,6.4,29.579,10.085,3.68,1.031,101917,983,0.5,0,0,0,0,159,0,1,1,0,0.3,1323,0,0.105,26.1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6970,6970,1,1,1,1,83.7
100,100,0,149.8,149.8,0,149.8,149.8,0,13.2,5.9,23.1,4.5,7.141,6.269,0.823,0.706,11056,133,1.7,0,0,0,0,234,0,1,0,0,8.9,39021,0,0.327,17.2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,7549,7549,1,1,1,1,78.7
55,0,55,49.7,49.7,0,49.7,49.7,0,22,9.5,22.2,8.6,25.434,12.192,2.38,1.095,513327,558,2,0,0,0,0,863,0,1,0,0,7.1,30832,0,0.779,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4840,4840,1,1,1,1,84.3
