시설용량,물리적,생물학적,고도,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입 BOD,방류 BOD,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리효율,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),방류수 소독방법,목표수질(BOD),재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도,구군,시설명,소재지,처리방법,적용신기술,중심처리시설,운영주체,명칭,지역구분,세부단위 구역,지류,수계,준공일_day,가동개시일_day
15,0,0,15,12.4,0,0.0,12.4,12.3,0,0.0,12.3,111.2,4.3,86.7,5.9,126.1,2.9,45.653,11.552999999999999,5.271,1.081,52867,103,96.1,1.3,0.0,0.0,0.0,0.0,0.0,염소 자외선 오존 기타,Ⅰa,0.0,0.7,2957.0,0.0,0.303,4.6,0,0,전라남도,화순군,송단,전남 화순군 백아면 송단리 880-1 ,SNR,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,동복천,섬진강,307,435
15,0,0,15,12.4,0,0.0,12.4,12.2,0,0.0,12.2,142.8,4.8,131.6,10.5,159.9,6.9,56.003,12.89,6.877000000000001,1.391,14692,33,96.6,1.7,0.0,0.0,0.0,0.0,307.0,염소 자외선 오존 기타,Ⅰa,0.0,3.2,14191.0,0.0,1.46,4.6,0,0,전라남도,화순군,용강,전라남도 화순군 이서면 인계리,A2EBC,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,이서천,섬진강,4382,4382
15,0,0,15,12.7,0,0.0,12.7,12.5,0,0.0,12.5,134.6,4.7,94.2,6.4,131.4,7.5,49.6,11.508,6.4270000000000005,1.021,22375,192,96.5,1.6,0.0,0.0,0.0,0.0,307.0,염소 자외선 오존 기타,Ⅰa,0.0,3.4,14789.0,0.0,1.486,4.6,0,0,전라남도,화순군,용곡,전라남도 화순군 북면 용곡리,BRC,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,길성천,섬진강,5113,5113
15,0,0,15,7.1,0,0.0,7.1,7.1,0,0.0,7.1,31.1,1.6,23.8,3.3,32.0,1.2,19.723,6.745,1.9469999999999998,0.61,14413,74,94.9,0.2,0.0,0.0,0.0,0.0,172.0,염소 자외선 오존 기타,Ⅰa,0.0,0.6,2632.0,0.0,0.467,2.3,0,0,전라남도,화순군,주산,사평면 주산리  197-1,IC-SBR,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,외남천,섬진강,6178,6178
15,0,0,15,5.6,0,0.0,5.6,5.6,0,0.0,5.6,36.7,2.2,27.6,4.6,38.2,2.6,22.393,8.289,2.239,0.627,25208,72,94.0,0.2,0.0,0.0,0.0,0.0,400.0,염소 자외선 오존 기타,Ⅰa,0.0,4.7,20672.0,0.0,4.662,2.3,0,0,전라남도,화순군,하다,백아면 다곡리1구  441,FNR,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,동복천,섬진강,8431,8431
13,0,0,13,4.9,0,0.0,4.9,4.9,0,0.0,4.9,35.4,1.8,26.7,4.9,35.3,2.5,21.730999999999998,8.79,2.2030000000000003,0.8079999999999999,18471,58,94.9,0.2,0.0,0.0,0.0,0.0,850.0,염소 자외선 오존 기타,Ⅰa,0.0,4.2,18479.0,0.0,4.763999999999999,2.0,0,0,전라남도,화순군,연동,동복면 연둔리2구 313,AOC,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,동복천,섬진강,4725,4724
12,0,0,12,9.7,0,0.0,9.7,9.5,0,0.0,9.5,145.6,7.7,124.5,13.5,152.7,7.8,55.6,12.372,7.3389999999999995,1.179,15951,200,94.7,1.3,0.0,0.0,0.0,0.0,346.0,염소 자외선 오존 기타,Ⅰa,0.0,2.4,10320.0,0.0,1.361,3.7,0,0,전라남도,화순군,강례,전라남도 화순군 북면 송단리,HBR-II,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,동복천,섬진강,4382,4382
12,0,0,12,9.9,0,0.0,9.9,9.8,0,0.0,9.8,75.2,3.7,45.6,8.5,54.7,5.2,47.483000000000004,11.495,5.318,1.2,8817,19,95.1,0.7,0.0,0.0,0.0,0.0,323.0,염소 자외선 오존 기타,Ⅰa,0.0,5.4,23455.0,0.0,3.005,3.7,0,0,전라남도,화순군,양지,전라남도 화순군 북면 방리,A2EBC,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,동복천,섬진강,4017,4017
10,0,0,10,3.6,0,0.0,3.6,3.6,0,0.0,3.6,41.4,2.9,29.6,6.3,40.0,4.6,23.476,10.366,2.593,0.972,27667,76,93.0,0.1,0.0,0.0,0.0,0.0,377.0,염소 자외선 오존 기타,Ⅰa,0.0,5.7,24934.0,0.0,8.738,1.5,0,0,전라남도,화순군,갑동,이서면 야사리 4구 1051-1,FNR,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,이서천,섬진강,8096,8071
10,0,0,10,8.1,0,0.0,8.1,8.0,0,0.0,8.0,149.3,6.6,92.2,15.9,157.5,7.3,48.92,12.288,6.791,1.574,25453,144,95.6,1.2,0.0,0.0,0.0,0.0,246.0,염소 자외선 오존 기타,Ⅰa,0.0,5.0,21762.0,0.0,3.418,3.1,0,0,전라남도,화순군,서동,전라남도 화순군 이서면 인계리,A2EBC,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,이서천,섬진강,5113,5113
10,0,0,10,15.3,0,0.0,15.3,15.1,0,0.0,15.1,129.8,3.7,87.7,5.8,145.6,3.1,49.533,10.016,6.534,1.002,24667,32,97.1,1.9,0.0,0.0,0.0,0.0,521.0,염소 자외선 오존 기타,Ⅰa,0.0,1.3,5736.0,0.0,0.47700000000000004,6.1,0,0,전라남도,화순군,용호,전남 화순군 이서면 야사리 390 ,"토양식오수정화법,SNR",0,0,민간(대행),주암댐,50톤 미만,섬진강하류,내북천,섬진강,6939,6939
6,0,0,6,4.6,0,0.0,4.6,4.5,0,0.0,4.5,147.1,5.1,123.9,11.7,149.9,6.4,48.633,13.46,7.685,1.49,18075,111,96.5,0.7,0.0,0.0,0.0,0.0,193.0,염소 자외선 오존 기타,Ⅰa,0.0,2.7,11840.0,0.0,3.272,1.8,0,0,전라남도,화순군,월정,전라남도 화순군 이서면 보월리,BRC,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,이서천,섬진강,4748,4748
5,0,5,0,3.7,0,0.0,3.7,3.7,0,0.0,3.7,109.3,4.2,74.2,9.6,52.1,5.6,45.266999999999996,10.419,5.5729999999999995,1.2229999999999999,8633,164,96.2,0.4,0.0,0.0,0.0,0.0,39.0,염소 자외선 오존 기타,Ⅰa,0.0,0.7,2874.0,0.0,0.98,1.5,0,0,전라남도,화순군,야사1,전라남도 화순군 이서면 야사리,3단접촉폭기,0,0,민간(대행),주암댐,50톤 미만,섬진강하류,이서천,섬진강,7304,7304
4400,0,0,4400,4025.0,0,0.0,4025.0,3886.9,0,0.0,3886.9,169.4,2.7,138.5,9.2,151.8,1.9,35.834,9.651,3.965,0.551,128790,11,98.4,670.9,0.0,0.0,0.0,0.0,9314.0,자외선 ,Ⅰb,0.0,240.6,1050644.0,0.0,0.34,1171.0,21,0,전라남도,장흥군,장흥,전라남도 장흥군 장흥읍 외평길 84   ,선회와류식 SBR,0,장흥,민간(대행),탐진강,500톤 이상(Ⅳ지역),남해서부,탐진강,섬진강,3576,3576
800,0,0,800,581.8,0,0.0,581.8,527.0,0,0.0,527.0,173.2,2.5,114.0,8.2,280.3,1.7,38.422,8.641,3.963,0.5670000000000001,110708,15,98.6,99.4,0.0,0.0,0.0,0.0,4761.0,자외선 ,Ⅰb,0.0,36.1,157757.0,0.0,0.376,159.0,0,0,전라남도,장흥군,대덕,전라남도 장흥군 대덕읍 도동4길 47-48   ,선회와류식 SBR,0,장흥,민간(대행),섬진강서남해,500톤 이상(Ⅳ지역),남해서부,대덕천,섬진강,3576,3576
600,0,0,600,348.3,0,0.0,348.3,340.5,0,0.0,340.5,160.8,2.9,128.4,9.0,147.1,2.9,35.954,8.119,3.9539999999999997,0.625,108544,25,98.2,55.0,0.0,0.0,0.0,0.0,2735.0,자외선 ,Ⅰb,0.0,28.0,122277.0,0.0,0.451,212.0,0,0,전라남도,장흥군,관산,전라남도 장흥군 정남진로 41-34   254-1,선회와류식 SBR,0,장흥,민간(대행),섬진강서남해,500톤 이상(Ⅳ지역),남해서부,고읍천,섬진강,3576,3576
600,0,0,600,334.6,0,0.0,334.6,327.6,0,0.0,327.6,172.7,2.4,94.5,13.3,181.1,2.1,35.481,7.615,3.715,1.2890000000000001,95434,18,98.6,57.0,0.0,0.0,0.0,0.0,2743.0,자외선 ,Ⅰb,0.0,24.3,105998.0,0.0,0.406,159.0,0,0,전라남도,장흥군,회진,전라남도 장흥군 회진면 관흥회진로  238-1   ,선회와류식 SBR,0,장흥,민간(대행),섬진강서남해,500톤 이상(Ⅳ지역),남해서부,대덕천,섬진강,3576,3576
270,0,0,270,181.5,0,0.0,181.5,181.5,0,0.0,181.5,133.8,4.2,125.3,9.1,94.7,2.4,38.463,8.883,4.506,0.848,64094,696,96.9,23.5,0.0,0.0,0.0,0.0,3105.0,염소 자외선 오존 기타,Ⅰb,0.0,15.0,65412.0,0.0,0.452,87.4,0,0,전라남도,장흥군,안양안양,전라남도 장흥군 안양면 운흥리 702-5 ,선회와류식 SBR,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,홍거천,섬진강,2148,1830
210,0,0,210,144.4,0,0.0,144.4,144.4,0,0.0,144.4,128.6,3.5,107.2,8.5,117.2,2.8,35.826,9.056000000000001,3.4930000000000003,0.823,73667,961,97.3,18.1,0.0,0.0,0.0,0.0,9546.0,염소 자외선 오존 기타,Ⅰb,0.0,22.3,97247.0,0.0,0.845,67.0,0,0,전라남도,장흥군,장평 장평,전라남도 장흥군 장평면 광평리 501-1 ,APB-SBR,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,장평천,섬진강,853,945
180,0,0,180,124.3,0,0.0,124.3,124.3,0,0.0,124.3,153.5,4.3,90.5,9.1,93.6,2.2,32.805,7.977,4.0280000000000005,0.871,87500,151,97.2,18.5,0.0,0.0,0.0,0.0,4971.0,염소 자외선 오존 기타,Ⅰb,0.0,9.3,40758.0,0.0,0.41200000000000003,51.5,0,0,전라남도,장흥군,유치 신풍,전라남도 장흥군 유치면 신풍리 298-2  ,ICEAS,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,유치천,섬진강,5844,5844
165,0,0,165,128.3,0,0.0,128.3,128.3,0,0.0,128.3,125.8,3.9,104.3,6.6,70.8,2.8,29.824,9.751,4.125,0.8320000000000001,41334,221,96.9,15.6,0.0,0.0,0.0,0.0,0.0,염소 자외선 오존 기타,Ⅰb,0.0,16.5,72099.0,0.0,0.9390000000000001,53.4,0,0,전라남도,장흥군,부산 유량,전라남도 장흥군 부산면 내안리 922-11 ,APB-SBR,0,장흥,민간(대행),탐진강,500톤 미만 50톤 이상,남해서부,탐진강,섬진강,260,260
140,0,0,140,97.2,0,0.0,97.2,97.2,0,0.0,97.2,132.3,4.0,124.1,8.4,95.8,1.9,39.516,9.291,4.439,0.836,67792,257,97.0,12.5,0.0,0.0,0.0,0.0,1600.0,염소 자외선 오존 기타,Ⅰb,0.0,2.1,9159.0,0.0,0.11800000000000001,45.3,0,0,전라남도,장흥군,안양수문,안양면 수문리 286-6 ,AOC,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,고읍천,섬진강,8378,8378
120,0,0,120,100.2,0,0.0,100.2,100.2,0,0.0,100.2,133.8,4.0,124.8,9.4,96.5,2.0,38.749,9.667,4.3919999999999995,0.873,66792,737,97.0,13.0,0.0,0.0,0.0,0.0,1690.0,염소 자외선 오존 기타,Ⅰb,0.0,7.3,31696.0,0.0,0.397,38.8,0,0,전라남도,장흥군,회진대리,회진면 대리 158-2 ,HANT,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,5510,5509
80,0,0,80,57.8,0,0.0,57.8,57.8,0,0.0,57.8,134.4,4.1,122.8,7.7,108.0,2.6,29.526999999999997,7.364,4.531000000000001,0.8059999999999999,68830,341,96.9,7.5,0.0,0.0,0.0,0.0,901.0,염소 자외선 오존 기타,Ⅰb,0.0,4.3,18876.0,0.0,0.41,25.9,0,0,전라남도,장흥군,관산우산,관산읍 삼산리 751-1 ,IC-SBR,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,5076,5075
80,0,0,80,46.0,0,0.0,46.0,46.0,0,0.0,46.0,150.8,3.7,83.0,9.3,90.5,2.2,35.792,6.981,4.236000000000001,0.865,80308,137,97.5,6.8,0.0,0.0,0.0,0.0,375.0,염소 자외선 오존 기타,Ⅰb,0.0,7.3,32062.0,0.0,0.875,22.9,0,0,전라남도,장흥군,유치 월암,전라남도 장흥군 유치면 신월리 306-3 ,BBF-DNS,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,유치천,섬진강,2891,2890
80,0,0,80,40.7,0,0.0,40.7,40.7,0,0.0,40.7,137.0,4.3,123.6,7.2,77.0,2.1,35.546,8.953,4.209,0.7879999999999999,47467,312,96.9,5.4,0.0,0.0,0.0,0.0,4278.0,염소 자외선 오존 기타,Ⅰb,0.0,12.8,55841.0,0.0,2.06,25.9,0,0,전라남도,장흥군,이진목,전라남도 장흥군 회진면 진목리 1805-13번지 ,BRC,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,370,273
70,0,0,70,51.4,0,0.0,51.4,51.4,0,0.0,51.4,130.4,4.0,127.0,9.0,104.1,2.1,38.592,9.213,4.504,0.8690000000000001,72472,628,96.9,6.5,0.0,0.0,0.0,0.0,1686.0,염소 자외선 오존 기타,Ⅰb,0.0,2.3,10186.0,0.0,0.249,22.6,0,0,전라남도,장흥군,대덕신리,대덕읍 신리 74-1 ,BBF-DNS,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,4378,4377
65,0,0,65,40.6,0,0.0,40.6,40.6,0,0.0,40.6,130.7,4.2,101.8,9.4,95.4,2.6,31.366,9.016,4.435,0.914,65377,742,96.8,5.1,0.0,0.0,0.0,0.0,900.0,염소 자외선 오존 기타,Ⅰb,0.0,6.4,28044.0,0.0,0.868,21.0,0,0,전라남도,장흥군,관산동두,관산읍 신동리 503-11 ,APB-SBR,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,고읍천,섬진강,5867,5867
60,0,0,60,38.1,0,0.0,38.1,38.1,0,0.0,38.1,128.8,4.1,102.5,8.6,97.7,2.6,36.582,9.129,4.507,0.848,59453,721,96.8,4.8,0.0,0.0,0.0,0.0,420.0,염소 자외선 오존 기타,Ⅰb,0.0,3.5,15415.0,0.0,0.508,19.4,0,0,전라남도,장흥군,관산산동1,관산읍 삼산리 184-61 ,HANT,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,5875,5874
60,0,0,60,40.1,0,0.0,40.1,40.1,0,0.0,40.1,136.5,4.3,131.3,6.7,77.7,2.2,35.934,8.85,4.256,0.8390000000000001,44302,396,96.8,5.3,0.0,0.0,0.0,0.0,1041.0,염소 자외선 오존 기타,Ⅰb,0.0,4.8,21080.0,0.0,0.66,19.4,0,0,전라남도,장흥군,관산산서,관산읍 삼산리 288-8 ,APB-SBR,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,4217,4217
60,0,0,60,39.4,0,0.0,39.4,39.4,0,0.0,39.4,135.3,4.2,109.2,9.0,99.5,2.5,38.335,8.89,4.476,0.882,40075,395,96.9,5.2,0.0,0.0,0.0,0.0,780.0,염소 자외선 오존 기타,Ⅰb,0.0,1.2,5290.0,0.0,0.16899999999999998,19.4,0,0,전라남도,장흥군,관산송촌,관산읍 송촌리 242-3 ,SM담체,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,고읍천,섬진강,5847,5846
60,0,0,60,34.5,0,0.0,34.5,34.5,0,0.0,34.5,131.3,4.3,124.7,7.7,110.5,2.2,38.875,9.391,4.522,0.7709999999999999,117264,725,96.7,4.4,0.0,0.0,0.0,0.0,1000.0,염소 자외선 오존 기타,Ⅰb,0.0,1.2,5382.0,0.0,0.196,19.4,0,0,전라남도,장흥군,대덕옹암,대덕읍 옹암리 6-8 ,IC-SBR,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,4409,4408
60,0,0,60,35.8,0,0.0,35.8,35.8,0,0.0,35.8,148.2,4.3,109.7,9.5,96.1,2.2,32.455999999999996,7.412999999999999,3.884,0.807,93192,146,97.1,5.2,0.0,0.0,0.0,0.0,3189.0,염소 자외선 오존 기타,Ⅰb,0.0,3.0,13087.0,0.0,0.45799999999999996,17.2,0,0,전라남도,장흥군,유치 봉덕,전라남도 장흥군 유치면 용문리 89-2 ,SM담체,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,유치천,섬진강,4598,4596
60,0,0,60,36.5,0,0.0,36.5,36.5,0,0.0,36.5,153.7,4.2,109.3,8.8,95.8,2.3,34.696,7.547000000000001,4.235,0.7979999999999999,93462,136,97.3,5.5,0.0,0.0,0.0,0.0,989.0,염소 자외선 오존 기타,Ⅰb,0.0,8.4,36765.0,0.0,1.263,17.2,0,0,전라남도,장흥군,유치 셋터,전라남도 장흥군 유치면 운월리 521-5 ,KOMIEA,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,유치천,섬진강,5845,5844
50,0,0,50,36.7,0,0.0,36.7,36.7,0,0.0,36.7,135.7,4.3,100.9,8.1,94.3,2.6,38.79,9.147,4.433,0.8390000000000001,68566,587,96.8,4.8,0.0,0.0,0.0,0.0,420.0,염소 자외선 오존 기타,Ⅰb,0.0,8.1,35520.0,0.0,1.216,16.2,0,0,전라남도,장흥군,관산산동2,관산읍 외동리 759 ,JASSFR,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,5874,5874
50,0,0,50,37.5,0,0.0,37.5,37.5,0,0.0,37.5,131.4,4.2,113.5,6.4,77.8,2.7,29.296999999999997,9.368,4.457,0.84,41604,314,96.8,4.8,0.0,0.0,0.0,0.0,1411.0,염소 자외선 오존 기타,Ⅰb,0.0,5.6,24546.0,0.0,0.821,16.2,0,0,전라남도,장흥군,관산수동,관산읍 외동리 801-3 ,BBF-DNS,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,대덕천,섬진강,4018,4017
50,0,0,50,32.3,0,0.0,32.3,32.3,0,0.0,32.3,129.8,4.2,125.1,6.3,93.8,2.2,30.814,8.968,4.479,0.8270000000000001,75792,797,96.8,4.1,0.0,0.0,0.0,0.0,1600.0,염소 자외선 오존 기타,Ⅰb,0.0,4.5,19835.0,0.0,0.77,16.2,0,0,전라남도,장흥군,안양사촌,안양면 사촌리 770-3 ,HBR-II,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,고읍천,섬진강,8365,8365
50,0,0,50,32.9,0,0.0,32.9,32.9,0,0.0,32.9,136.7,4.3,98.7,6.8,92.9,2.1,35.772,7.544,4.7989999999999995,0.862,68245,722,96.9,4.4,0.0,0.0,0.0,0.0,290.0,염소 자외선 오존 기타,Ⅰb,0.0,4.3,18665.0,0.0,0.713,16.2,0,0,전라남도,장흥군,안양해창,안양면 해창리 95-13 ,현수미생물접촉포기,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,고읍천,섬진강,6901,6901
50,0,0,50,29.8,0,0.0,29.8,29.8,0,0.0,29.8,147.8,3.5,78.1,9.1,93.3,2.3,34.836999999999996,7.421,4.169,0.8390000000000001,94904,135,97.6,4.3,0.0,0.0,0.0,0.0,3189.0,염소 자외선 오존 기타,Ⅰb,0.0,4.9,21533.0,0.0,0.907,14.3,0,0,전라남도,장흥군,유치 관동,전라남도 장흥군 유치면 관동리 637-1 ,SM담체,0,장흥,민간(대행),섬진강서남해,500톤 미만 50톤 이상,남해서부,관동천,섬진강,4597,4596
45,0,0,45,26.7,0,0.0,26.7,26.7,0,0.0,26.7,122.5,3.2,105.0,8.9,73.9,1.7,39.971,8.651,4.218,0.8759999999999999,51333,880,97.4,3.2,0.0,0.0,0.0,0.0,1300.0,염소 자외선 오존 기타,Ⅰb,0.0,8.8,38327.0,0.0,1.801,16.6,0,0,전라남도,장흥군,안양용곡,안양면 수문리 164-3 ,NIX-MBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,7658,7658
45,0,0,45,29.2,0,0.0,29.2,29.2,0,0.0,29.2,138.1,2.8,88.0,8.7,87.2,2.0,37.522,9.386000000000001,4.441,0.83,27250,298,98.0,4.0,0.0,0.0,0.0,0.0,352.0,염소 자외선 오존 기타,Ⅰb,0.0,1.8,7956.0,0.0,0.342,14.6,0,0,전라남도,장흥군,용산인암,용산면 인암리 725-6 ,IC-SBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,8776,8776
40,0,0,40,28.7,0,0.0,28.7,28.7,0,0.0,28.7,123.3,3.8,102.1,8.3,99.4,2.5,37.359,8.508,4.541,0.809,85333,418,96.9,3.4,0.0,0.0,0.0,0.0,290.0,염소 자외선 오존 기타,Ⅰb,0.0,0.5,2362.0,0.0,0.10300000000000001,12.9,0,0,전라남도,장흥군,안양수락,안양면 수락리 45-24 ,고효율 합병정화조,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,6232,6231
40,0,0,40,32.5,0,0.0,32.5,32.5,0,0.0,32.5,137.8,3.2,87.7,8.7,79.4,2.3,37.665,8.86,4.539,0.8759999999999999,53333,553,97.7,4.4,0.0,0.0,0.0,0.0,272.2,염소 자외선 오존 기타,Ⅰb,0.0,0.7,2893.0,0.0,0.11199999999999999,12.9,0,0,전라남도,장흥군,안양율산,안양면 사촌리  525 ,KM-SBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,9163,9163
40,0,0,40,29.3,0,0.0,29.3,29.3,0,0.0,29.3,138.7,2.9,80.2,8.6,85.6,2.1,38.967,8.554,4.513999999999999,0.8,79000,453,97.9,4.0,0.0,0.0,0.0,0.0,816.0,염소 자외선 오존 기타,Ⅰb,0.0,8.8,38442.0,0.0,1.645,12.9,0,0,전라남도,장흥군,안양지천,안양면 지천리 407-1 ,APB-SBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,7159,7159
40,0,0,40,31.4,0,0.0,31.4,31.4,0,0.0,31.4,102.7,3.4,121.5,6.4,100.2,1.9,32.486999999999995,9.894,4.3660000000000005,0.878,57182,778,96.7,3.1,0.0,0.0,0.0,0.0,2800.0,염소 자외선 오존 기타,Ⅰb,0.0,12.3,53816.0,0.0,2.1519999999999997,12.9,0,0,전라남도,장흥군,용산 용인,전라남도 장흥군 용산면 인암리 719-13 ,BRC,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,남상천,섬진강,451,450
40,0,0,40,29.4,0,0.0,29.4,29.4,0,0.0,29.4,126.2,2.9,87.5,8.8,80.3,2.2,37.325,8.415,4.607,0.85,59083,356,97.7,3.6,0.0,0.0,0.0,0.0,322.0,염소 자외선 오존 기타,Ⅰb,0.0,0.2,783.0,0.0,0.033,12.9,0,0,전라남도,장흥군,회진노력,회진면 덕산리 1501 ,KM-SBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,대덕천,섬진강,9002,9002
30,0,0,30,18.3,0,0.0,18.3,18.3,0,0.0,18.3,118.1,3.2,130.2,5.9,102.5,2.1,32.575,9.635,4.476,0.892,60917,594,97.3,2.1,0.0,0.0,0.0,0.0,1300.0,염소 자외선 오존 기타,Ⅰb,0.0,0.3,1474.0,0.0,0.10099999999999999,9.7,0,0,전라남도,장흥군,대덕덕촌,대덕읍 잠두리 784-1 ,APB-SBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,대덕천,섬진강,9076,9076
30,0,0,30,21.5,0,0.0,21.5,21.5,0,0.0,21.5,120.1,3.9,96.3,7.7,106.1,2.7,38.132,9.167,4.574,0.8240000000000001,50167,645,96.8,2.5,0.0,0.0,0.0,0.0,438.0,염소 자외선 오존 기타,Ⅰb,0.0,377.8,1649790.0,0.0,96.539,9.7,0,0,전라남도,장흥군,안양교동,안양면 해창리 1212-2 ,OAM,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,8003,8003
30,0,0,30,18.8,0,0.0,18.8,18.8,0,0.0,18.8,137.9,3.6,99.3,8.5,108.1,2.7,37.808,8.682,4.773,0.8059999999999999,71833,353,97.4,2.5,0.0,0.0,0.0,0.0,504.0,염소 자외선 오존 기타,Ⅰb,0.0,0.7,3040.0,0.0,0.203,9.7,0,0,전라남도,장흥군,용산상발1,용산면 상발리 937-9 ,KM-SBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,5008,5007
30,0,0,30,22.4,0,0.0,22.4,22.4,0,0.0,22.4,141.1,3.9,107.3,9.9,94.3,2.2,33.873000000000005,6.733,4.093999999999999,0.871,86167,121,97.2,3.1,0.0,0.0,0.0,0.0,425.0,염소 자외선 오존 기타,Ⅰb,0.0,1.4,5897.0,0.0,0.331,3.6,0,0,전라남도,장흥군,유치 대천,전라남도 장흥군 유치면 대천리 550-10 ,오폐수 고도처리,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,유치천,섬진강,6994,6993
25,0,0,25,16.9,0,0.0,16.9,16.9,0,0.0,16.9,150.0,3.5,122.9,6.5,124.2,3.2,37.818000000000005,9.417,4.4319999999999995,0.899,46167,998,97.7,2.5,0.0,0.0,0.0,0.0,972.0,염소 자외선 오존 기타,Ⅰb,0.0,2.3,10213.0,0.0,0.757,8.1,0,0,전라남도,장흥군,대덕내저,대덕읍 옹암리 565-19 ,BBF-DNS,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,대덕천,섬진강,3404,3403
25,0,0,25,16.9,0,0.0,16.9,16.9,0,0.0,16.9,125.1,3.8,96.0,7.4,105.0,2.4,37.893,8.414,4.532,0.828,51417,747,97.0,2.1,0.0,0.0,0.0,0.0,400.0,염소 자외선 오존 기타,Ⅰb,0.0,1.1,4675.0,0.0,0.34700000000000003,8.1,0,0,전라남도,장흥군,용산상발2,용산면 상발리 92 ,KM-SBR,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,고읍천,섬진강,5008,5007
20,0,0,20,9.8,0,0.0,9.8,9.8,0,0.0,9.8,135.6,3.0,84.4,9.3,67.2,1.8,37.876999999999995,8.565,4.235,0.884,47333,1063,97.8,1.3,0.0,0.0,0.0,0.0,456.0,염소 자외선 오존 기타,Ⅰb,0.0,1.0,4208.0,0.0,0.54,6.5,0,0,전라남도,장흥군,장흥잣두,장흥읍 행원리 1207-1 ,SM담체,0,장흥,민간(대행),섬진강서남해,50톤 미만,남해서부,탐진강,섬진강,5510,5509
